Community,General.habitat,Description,Source,Consumer,Resource,D,Cmass,Rmass,Log10Cmass,Log10Rmass,log10AvkRC,SDLog10RMass,SELog10RMass,MinLog10RMass,MaxLog10RMass,RanLog10RMass,MedLog10RMass,log10MedkRC
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Eucopia australis,1,3,0.000174228,0.000000168,-3.75888205,-6.7746907183,-3.0158086696,NA,NA,-6.7746907183,-6.7746907183,0,-6.7746907183,-3.0158086683
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Eudorella splendida,1,3,0.0000074,2.81E-010,-5.13076828,-9.5512936801,-4.4205253998,NA,NA,-9.5512936801,-9.5512936801,0,-9.5512936801,-4.4205254001
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Eukrohnia hamata,3,3,0.0000212,0.000001318,-4.67366414,-5.8800998561,-1.206435717,0.1834324096,0.1059047511,-6.0883098412,-5.7423214251,0.3459884161,-5.8096683018,-1.1360041618
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Eulagisca gigantea,1,2,0.004777144,0.000445221,-2.32083167,-3.3514243592,-1.0305926919,NA,NA,-3.3514243592,-3.3514243592,0,-3.3514243592,-1.0305926892
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Eunoe spica,2,2,0.0000954,0.0032108496,-4.02045162,-2.4933800341,1.5270715912,1.2134579218,0.8580443252,-3.3514243592,-1.6353357089,1.7160886503,-2.4933800341,1.5270715859
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Eunoe spica spicoides,2,2,0.000162314,0.0032108496,-3.78964402,-2.4933800341,1.2962639855,1.2134579218,0.8580443252,-3.3514243592,-1.6353357089,1.7160886503,-2.4933800341,1.2962639859
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Euphausia crystallorophias,1,3,0.0000659,1.37E-009,-4.18111459,-8.8632794328,-4.6821648474,NA,NA,-8.8632794328,-8.8632794328,0,-8.8632794328,-4.6821648428
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Euphausia frigida,6,3,0.0000169,2.07167952575661E-008,-4.77211329,-7.683677426,-2.9115641306,2.3627070792,0.9645711259,-10.5951662834,-4.2564902353,6.3386760481,-8.1300675301,-3.3579542401
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Euphausia superba,8,3,0.000195896,1.6239057199327E-009,-3.70797443,-8.7894391885,-5.0814647567,1.4104139208,0.4986566238,-10.5951662834,-5.7423214251,4.8528448582,-9.189767482,-5.481793052
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Eurythenes gryllus,2,2,0.000931903,0.0046453399,-3.03062929,-2.3329824995,0.6976467906,0.9866215531,0.6976467906,-3.0306292902,-1.6353357089,1.3952935813,-2.3329824995,0.6976467905
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Eusirus antarcticus,1,3,0.0000146,0.00000181,-4.83564714,-5.7423214251,-0.9066742809,NA,NA,-5.7423214251,-5.7423214251,0,-5.7423214251,-0.9066742851
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Fulmarus glacialoides,1,3,14.22547,0.000195896,1.15306663,-3.7079744318,-4.8610410559,NA,NA,-3.7079744318,-3.7079744318,0,-3.7079744318,-4.8610410618
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Fulmarus glacialoides,14,2,14.22547,0.0016847924,1.15306663,-2.77345361,-3.9265202341,2.2778005409,0.6087678014,-7.0273344077,0.096910013,7.1242444207,-2.3778345298,-3.5309011598
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Galitheutis glacialis,1,3,1.25,0.000195896,0.09691001,-3.7079744318,-3.8048844448,NA,NA,-3.7079744318,-3.7079744318,0,-3.7079744318,-3.8048844418
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Gerlachea australis,2,3,0.2592327,3.22679407461957E-005,-0.58631029,-4.4912287492,-3.9049185324,0.4385676564,0.3101141638,-4.801342913,-4.1811145854,0.6202283276,-4.4912287492,-3.9049184592
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Gersemia antarctica,1,3,4.525483,5.65E-010,0.65566498,-9.2479515522,-9.90361649,NA,NA,-9.2479515522,-9.2479515522,0,-9.2479515522,-9.9036165322
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Glyptonotus antarcticus,2,2,0.000931903,9.35444769614968E-006,-3.03062929,-5.028981849,-1.9983525588,2.826097291,1.9983525588,-7.0273344077,-3.0306292902,3.9967051176,-5.028981849,-1.998352559
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Glyptonotus antarcticus,1,3,0.000931903,0.000195896,-3.03062929,-3.7079744318,-0.6773451416,NA,NA,-3.7079744318,-3.7079744318,0,-3.7079744318,-0.6773451418
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Gnathia calva,1,3,0.00000316,0.000000168,-5.50031292,-6.7746907183,-1.2743778009,NA,NA,-6.7746907183,-6.7746907183,0,-6.7746907183,-1.2743777983
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Gonatus antarcticus,2,3,0.5273438,7.19142155627105E-005,-0.2779062,-4.1431852525,-3.8652790968,0.6154810451,0.4352108207,-4.5783960731,-3.7079744318,0.8704216414,-4.1431852525,-3.8652790525
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Gorgonocephalus chiliensis,1,3,0.00260555,0.00000181,-2.58410059,-5.7423214251,-3.1582208367,NA,NA,-5.7423214251,-5.7423214251,0,-5.7423214251,-3.1582208351
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Gymnodraco acuticeps,2,3,1.361639,1.6292329483533E-006,0.13406203,-5.7880168157,-5.9220787976,1.3953676147,0.9866739026,-6.7746907183,-4.801342913,1.9733478052,-5.7880168157,-5.9220788457
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Gymnoscopelus braueri,13,3,0.0261431,4.6726116583732E-006,-1.58264288,-5.3304403118,-3.7477973959,1.3293855167,0.3687052035,-7.4179366371,-3.000724573,4.4172120641,-5.7033348097,-4.1206919297
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Gymnoscopelus nicholsi,14,3,0.1149778,8.1176434542222E-006,-0.93938602,-5.0905700278,-4.1511840224,1.4518065606,0.3880116244,-8.0291883891,-2.2533051753,5.7758832138,-5.1125007814,-4.1731147614
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Gymnoscopelus opisthopterus,12,3,0.03568745,3.21227781326261E-006,-1.44748453,-5.4931869019,-4.045702419,1.5924393342,0.4596976391,-8.0291883891,-3.000724573,5.0284638161,-5.2546626574,-3.8071781274
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Haliclona dancoi,2,3,0.1297721,6.20459507139668E-010,-0.88681874,-9.2072865565,-8.320467889,0.4864995398,0.3440071236,-9.5512936801,-8.8632794328,0.6880142473,-9.2072865565,-8.3204678165
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Haliclona tenella,2,3,0.1297721,6.20459507139668E-010,-0.88681874,-9.2072865565,-8.320467889,0.4864995398,0.3440071236,-9.5512936801,-8.8632794328,0.6880142473,-9.2072865565,-8.3204678165
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Halobaena caerulea,2,3,0.2258694,5.75381821054507E-005,-0.64614256,-4.2400438636,-3.5939012618,0.7524598066,0.5320694318,-4.7721132954,-3.7079744318,1.0641388636,-4.2400438636,-3.5939013036
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Halobaena caerulea,13,2,0.2258694,0.0002269023,-0.64614256,-3.6441611575,-2.9980185557,1.903352922,0.5278951197,-7.0273344077,-1.4082825491,5.6190518586,-3.347790416,-2.701647856
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Haplocheira plumosa,1,3,0.00000505,1.37E-009,-5.29670862,-8.8632794328,-3.566570811,NA,NA,-8.8632794328,-8.8632794328,0,-8.8632794328,-3.5665708128
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Harmothoe crosetensis,1,2,0.000132704,0.02315604,-3.87711599,-1.6353357089,2.2417802774,NA,NA,-1.6353357089,-1.6353357089,0,-1.6353357089,2.2417802811
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Harmothoe spinosa,2,2,0.000139735,0.0032108496,-3.8546948,-2.4933800341,1.3613147667,1.2134579218,0.8580443252,-3.3514243592,-1.6353357089,1.7160886503,-2.4933800341,1.3613147659
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Harpagifer antarcticus,7,3,0.03644895,6.20393036429789E-005,-1.43831493,-4.2073330855,-2.7690181075,1.1244941912,0.4250188544,-5.2967086219,-2.4729888616,2.8237197602,-4.0324520238,-2.5941370938
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Harpovoluta charcoti,1,3,0.00689935,1.37E-009,-2.16119182,-8.8632794328,-6.7020876099,NA,NA,-8.8632794328,-8.8632794328,0,-8.8632794328,-6.7020876128
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Heterophoxus videns,6,3,0.00000505,1.25719247120617E-005,-5.29670862,-4.9005982285,0.3961103934,2.3551267911,0.9614764863,-9.2479515522,-2.5878658421,6.6600857101,-3.9956455702,1.3010630498
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Homaxinella balfourensis,2,3,0.06107195,6.20459507139668E-010,-1.21415823,-9.2072865565,-7.9931283435,0.4864995398,0.3440071236,-9.5512936801,-8.8632794328,0.6880142473,-9.2072865565,-7.9931283265
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Hydrurga leptonyx,4,3,721.5628,0.1300020973,2.85827415,-0.8860496414,-3.7443237766,2.9486414676,1.4743207338,-4.801342913,2.3433168012,7.1446597143,-0.5430862269,-3.4013603769
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Hyperia macrocephala,4,3,0.0000317,5.07047960969798E-005,-4.49894074,-4.2949509594,0.2039897784,2.1447448489,1.0723724245,-7.0273344077,-1.7852808971,5.2420535106,-4.1835942664,0.3153464736
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Hyperiella dilatata,5,3,0.00000155,0.000000011,-5.8096683,-7.9585440228,-2.148875721,1.7456298759,0.7806694132,-10.5951662834,-5.7423214251,4.8528448582,-8.0291883891,-2.2195200891
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Ihlea racovitzai,1,3,0.00000111,1.37E-009,-5.95467702,-8.8632794328,-2.9086024116,NA,NA,-8.8632794328,-8.8632794328,0,-8.8632794328,-2.9086024128
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Iophon radiatus,2,3,0.06107195,6.20459507139668E-010,-1.21415823,-9.2072865565,-7.9931283435,0.4864995398,0.3440071236,-9.5512936801,-8.8632794328,0.6880142473,-9.2072865565,-7.9931283265
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Iphimediella cyclogena,1,2,0.0000507,0.02315604,-4.29499204,-1.6353357089,2.6596563318,NA,NA,-1.6353357089,-1.6353357089,0,-1.6353357089,2.6596563311
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Isodyctia steifera,2,3,0.1297721,6.20459507139668E-010,-0.88681874,-9.2072865565,-8.320467889,0.4864995398,0.3440071236,-9.5512936801,-8.8632794328,0.6880142473,-9.2072865565,-8.3204678165
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Isoschizoporella tricuspis,1,3,0.00000973,1.08E-011,-5.01188716,-10.9665762445,-5.9546890848,NA,NA,-10.9665762445,-10.9665762445,0,-10.9665762445,-5.9546890845
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Isotealia antarctica,2,3,0.001913726,1.31405479337811E-005,-2.71812024,-4.8813865252,-2.1632662825,1.2175458118,0.8609348999,-5.7423214251,-4.0204516253,1.7218697998,-4.8813865252,-2.1632662852
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Kirkpatrickia variolosa,2,3,0.7977739,6.20459507139668E-010,-0.09812015,-9.2072865565,-9.1091663803,0.4864995398,0.3440071236,-9.5512936801,-8.8632794328,0.6880142473,-9.2072865565,-9.1091664065
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Kondakovia longimama,1,3,0.17576,0.000195896,-0.75507996,-3.7079744318,-2.9528944757,NA,NA,-3.7079744318,-3.7079744318,0,-3.7079744318,-2.9528944718
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Lagenorhynchus cruciger,4,3,174.2115,0.0723940003,2.24107679,-1.1402974247,-3.3813742449,2.7686214728,1.3843107364,-4.801342913,1.3847951911,6.1861381041,-0.5723209885,-2.8133977785
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Leptonychotes weddelli,5,3,452.8674,0.0931565056,2.65597101,-1.0307868109,-3.6867578697,2.0222115395,0.9043604934,-4.1811145854,1.3847951911,5.5659097765,-0.5219883416,-3.1779593516
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Liljeborgia georgiana,4,3,0.0000406,2.3241338194516E-005,-4.39147397,-4.6337388697,-0.2422649032,0.8311845354,0.4155922677,-5.7423214251,-3.9708395152,1.7714819099,-4.4108972692,-0.0194232992
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Limacina helicina,1,3,9.39E-008,0.000000168,-7.02733441,-6.7746907183,0.2526436895,NA,NA,-6.7746907183,-6.7746907183,0,-6.7746907183,0.2526436917
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Lineus longifissus,2,2,5.840407,0.0087530905,0.76644308,-2.0578385809,-2.8242816937,1.1931442186,0.8436803679,-2.9015189488,-1.214158213,1.6873607358,-2.0578385809,-2.8242816609
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Lobodon carcinophagus,2,3,440.3093,5.56341334074685E-005,2.64375789,-4.2546586724,-6.8984165309,0.7731282674,0.5466842406,-4.801342913,-3.7079744318,1.0933684813,-4.2546586724,-6.8984165624
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Lophaster gaini,2,2,0.004686134,0.0008605443,-2.3291853,-3.0652267614,-0.7360414645,0.2315178089,0.1637078126,-3.228934574,-2.9015189488,0.3274156252,-3.0652267614,-0.7360414614
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Lyrocteis flavopallidus,1,3,0.004252932,1.37E-009,-2.37131156,-8.8632794328,-6.4919678717,NA,NA,-8.8632794328,-8.8632794328,0,-8.8632794328,-6.4919678728
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Lysasterias perrieri,1,3,0.003561259,0.000000252,-2.44839644,-6.5985994592,-4.150203019,NA,NA,-6.5985994592,-6.5985994592,0,-6.5985994592,-4.1502030192
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Macronectes giganteus,4,2,4.734262,0.5936371377,0.67525229,-0.2264789376,-0.9017312263,0.3883760772,0.1941880386,-0.7550799561,0.096910013,0.8519899691,-0.1238729037,-0.7991251937
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Macronectes halli,7,2,4.148522,0.215137417,0.61789339,-0.6672840499,-1.2851774474,0.9484264788,0.3584715143,-2.6789001448,0.096910013,2.7758101579,-0.3310924977,-0.9489858877
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Macroptychaster accrescens,2,2,0.01184185,0.0013533971,-1.92658048,-2.8685747457,-0.9419943013,0.4376748913,0.3094828836,-3.1780576293,-2.5590918621,0.6189657672,-2.8685747457,-0.9419942657
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Marseniopsis mollis,2,2,0.000272943,0.0030790181,-3.56392804,-2.5115877561,1.0523402832,1.0144815988,0.7173468179,-3.228934574,-1.7942409383,1.4346936358,-2.5115877561,1.0523402839
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Martialia hyadesi,6,3,0.17576,0.0566781954,-0.75507996,-1.2465839863,-0.4915040302,1.4541553272,0.5936564264,-3.7079744318,0.0301603483,3.7381347801,-0.6352392516,0.1198407084
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Megaptera novaeangliae,1,3,55750.75,0.0000158,4.74625068,-4.801342913,-9.5475936273,NA,NA,-4.801342913,-4.801342913,0,-4.801342913,-9.547593593
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Melicerita obliqua,1,3,0.00000973,1.08E-011,-5.01188716,-10.9665762445,-5.9546890848,NA,NA,-10.9665762445,-10.9665762445,0,-10.9665762445,-5.9546890845
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Melphidippa antarctica,2,3,0.0000346,5.59321016948228E-006,-4.4609239,-5.2523388614,-0.7914149602,0.6378045867,0.4509959483,-5.7033348097,-4.801342913,0.9019918967,-5.2523388614,-0.7914149614
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Melphidippa antarctica,1,2,0.0000346,0.02315604,-4.4609239,-1.6353357089,2.8255881923,NA,NA,-1.6353357089,-1.6353357089,0,-1.6353357089,2.8255881911
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Mertensiid ctenophore,5,3,0.001006132,5.0934861558397E-006,-2.99734504,-5.2929848699,-2.2956398319,1.1557272377,0.5168569334,-6.7746907183,-3.9880871612,2.7866035571,-5.7033348097,-2.7059897697
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Mesonychoteuthis hamiltoni,1,3,156.25,0.0000212,2.19382003,-4.6736641391,-6.8674841651,NA,NA,-4.6736641391,-4.6736641391,0,-4.6736641391,-6.8674841691
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Metaconchoecia isocheira,1,3,0.000000252,1.37E-009,-6.59859946,-8.8632794328,-2.2646799736,NA,NA,-8.8632794328,-8.8632794328,0,-8.8632794328,-2.2646799728
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Metridia gerlachei,6,3,0.000000816,5.38322838810811E-009,-6.08830984,-8.2689571945,-2.1806473532,1.7366395578,0.7089801306,-10.5951662834,-5.7423214251,4.8528448582,-8.0291883891,-1.9408785491
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Mirounga leonina,20,3,2066.988,0.3848903575,3.31533802,-0.414662969,-3.7300009243,0.9409408954,0.2104007805,-2,2.193820026,4.193820026,-0.518719125,-3.834057145
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Molgula pedunculata,2,3,0.01045256,5.50890188694625E-011,-1.98077737,-10.2589349623,-8.2781576315,1.0007558986,0.7076412822,-10.9665762445,-9.5512936801,1.4152825644,-10.2589349623,-8.2781575923
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Monocaulus parvula,2,3,0.00065536,5.51434492936378E-007,-3.18352007,-6.2585060717,-3.0749860023,0.7299953279,0.5161846466,-6.7746907183,-5.7423214251,1.0323692931,-6.2585060717,-3.0749860017
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Morotheutis ingens,5,3,0.5273438,0.0003209774,-0.2779062,-3.4935255681,-3.2156194125,1.8753217254,0.8386693715,-5.7423214251,-1.4082825491,4.334038876,-4.0324520238,-3.7545458238
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Mycale (Oxymycale) acerata,2,3,0.2580553,6.20459507139668E-010,-0.58828716,-9.2072865565,-8.6189993396,0.4864995398,0.3440071236,-9.5512936801,-8.8632794328,0.6880142473,-9.2072865565,-8.6189993965
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Myodocopia,1,3,0.000000252,0.000000168,-6.59859946,-6.7746907183,-0.1760912591,NA,NA,-6.7746907183,-6.7746907183,0,-6.7746907183,-0.1760912583
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Mysidae,1,3,0.0000701,0.000000168,-4.15428198,-6.7746907183,-2.6204087362,NA,NA,-6.7746907183,-6.7746907183,0,-6.7746907183,-2.6204087383
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Nematocarcinus lanceopes,5,3,0.001279244,1.35936043596318E-008,-2.89304661,-7.8666653743,-4.973618763,1.9059830647,0.8523815393,-10.5951662834,-5.7033348097,4.8918314736,-7.3968556274,-4.5038090174
Eastern Weddell Sea,Aquatic (marine),Antarctic shelf,{Brose  2005 ,Neobuccinum eatoni,2,2,0.00358008,0.0040362174,-2.44610727,-2.3940254539,0.0520818146,0.7177041833,0.5074934949,-2.9015189488,-1.886531959,1.0149869897,-2.3940254539,0.0520818161
